publishedAt,authorDisplayName,textDisplay,likeCount
2024-08-19T11:59:48Z,@dedetsuryani8402,Wah mantap asik ini. Isu apa lagi ygau di tutup tutupi biar gak heboh nih. Jgn jgn sewa mobil,0
2024-08-19T11:56:38Z,@imadwalon7235,Smg semua saudara sy di indonesia dpt lindungan tuhan.,0
2024-08-19T11:53:46Z,@Lee-mm9sd,Hasbunalah wanimal wakil nikmalmaula wanimal nasir,0
2024-08-19T11:48:27Z,@driyantofatir3244,Santuy aja sebelum tertjadi itu hoaxs.,0
2024-08-19T11:42:15Z,@alwialwi-eu4yw,"Jagan medihilui tuhan., jagan2  anak buah mama guferon",0
2024-08-19T11:39:14Z,@wiSHanggeni,Kok lama sekali sih kan udah lima hari sejak pemberitahuan sampek sekarang blm gempa,0
2024-08-19T11:19:02Z,@ahonk_0219,"Saya dari Lombok Tengah. Jadi teringat gempa bumi lombok 7,0 skala Ritcher pada tahun 2018 yang lalu yang berpusat di Lombok utara. Ngeri kalau diingat-ingat 😢🙏",45
2024-08-22T16:47:16Z,@karramal8212,Mudahan ndk sampai terjadi meton ite wah trauma Sik gempa sak laek nu😢,0
2024-08-27T12:57:24Z,@Susanti-i1u,Semoga baik baik aja lombok,0
2024-08-28T10:50:10Z,@diahandriani-bv5pw,Semoga saudara2ku di Lombok dan daetah2 lain yg kemungkinan terdampak megatrust selalu sehat dan senantiasa dalam lindungan Allah SWT. Aamiin,0
2024-08-19T11:12:25Z,@DewiSandragokil,Rencana bmkg <br>Mau bangun gedung di bali<br>Tapi gak kesampain<br>Akhirnya <br>Ngomonh di media <br>Jakarta gempa 😂😂😂😂😂,0
2024-08-19T11:08:11Z,@cilacap_damiri_sujarwo,ALLOHU ALAM ...,0
2024-08-19T11:07:56Z,@edisuswanto3185,Tidak perlu di ulang ulang,0
2024-08-19T10:43:43Z,@rafiahpelawa4517,Yaaa allah jangan sampai terjadi ya allah ayoo rahyat  Indonesia ayoo berdoa tolak balla semuanya,0
2024-08-19T10:42:19Z,@benyarieska8989,"sama halnya dg kiamat tinggal tunggu , manusia cuma bisa menunggu saatnya , tidak ada yg tau",0
2024-08-19T10:38:02Z,@pondokkopi956,Dmn iman kalian hai org2 mayoritas.......mau kalian lari ke langit ke 7 pun kl.sdh wktmu tiba ada aja jalanmu mghadap yah guys.....gempa akan dtg scr misterius .....BMG pun bs meleset dr jgkawanya......org2 yg penuh kepura2an akan ketakutan.......,0
2024-08-19T10:33:41Z,@pondokkopi956,"Gentar jg tenyata org2 mayoritas ......😮😮😮 lwt komen2nya,  Sdgkn org2 mayoritas tenang2 santai2 aja no komen......ketahuan dr gaya bahasanya......",0
2024-08-19T10:28:01Z,@ndruesuzukif1505,"Banyak orang berdoa agar kehidupan di lancarkan , gk ada polusi gk macet perlu pengorbanan pengurangan populasi manusia &amp; mahluk hidup .. Bencana alam di depan mata itu sih gk main2 megatrust kiamat berasa film 2012 sebelum terjadi wajib berdoa &amp; beramal",0
2024-08-19T10:20:23Z,@mochmuwafiq5645,Tuhan maha tahu.... Manusia cuma bisa prediksi,0
2024-08-19T09:51:03Z,@bernirhan581,BALASAN BUAT PENGANIAYAAN ORG2 YG TIDAK BDOSA D VONIS SEUMUR HIDUP...PEMERINTAH LANGSUNG TIDAK AMBIL BERAT HAL INI..,0
2024-08-19T09:44:44Z,@ArrijadJan,Kiamat juga tinggal tunggu waktu Bung.,0
2024-08-19T09:32:53Z,@dahliana.raaraaa3046,imfo di terima..... <br>terimakasih ibu anda baik sekali,0
2024-08-19T09:18:27Z,@rafifchannel2095,Aku gk percaya dengan gempa yg akan terjadi seperti itu.,0
2024-08-19T09:10:26Z,@alfis_3293,Kpn kira2 terjandinya grmpa harusnya ada wacana antisipasi ta bu<br><br>Kmn org2 harus pergi dan menyelamatkan diri harus dievakuasi sedino mungkin<br><br>Bukn hny wacana menunggu waktu<br>Itu artinya menunggu musibah dtg<br><br>Harus nya evakuasi ke tempat yg lbh aman,0
2024-08-19T08:56:23Z,@akdiakdi7794,"Pengamat model apa ini,,,,gempa di negara orang kok dikaitkan dgn negara kita,,,,kalo secara teori memang benar ada kaitan lempengan bawah bumi,,kalo memang pengamat bmkg itu ilmuan ,,,knapa sunami aceh sampai sekarang blm jelas alasannya,,,,kok ini baru prediksi sdh bgitu rame,,,,,",0
2024-08-19T08:53:48Z,@m4d2kzloen46,Mari sama2 seluruh rakyat Nusantara pindah ke IKN dan beli tanah yg di kuasai gerombolan pejabat semahal mungkin.,0
2024-08-19T08:50:33Z,@syamsulchoi599,Doa selamat utk negara Indonesia dan rakyatnya.. Semoga sentiasa di lindungi Allah.. Aamiin.. Slm dr Malaysia,0
2024-08-19T08:20:00Z,@sudariyonogojektitokan9796,Nunggu pelantikan Prabowo &amp; penjual pisang naget .,0
2024-08-19T08:18:43Z,@AsnawiGendon-kn8zg,Impormasi akan menghantui bagi para pelaut,0
2024-08-19T08:11:54Z,@budiasih5540,Pengalihan isu bung!!!!!! <br>Bisa aja😮😅,0
2024-08-19T07:36:14Z,@Sas-sp4wu,bencana alam seperti gempa bumi ingat juga alam semesta ini siapa yg punya mau gempakan atau tidak itu rahasia Allah SWT mati tidak bisa di hindari mati karena apa kenapa takut mati di hindari atau tidak mati pasti terjadi bagi semua makhluk hidup<br>BMKG juga manusia hanya bisa prediksi yg menentukan Alloh SWT terjadi tidaknya,0
2024-08-19T07:34:11Z,@ElMeran-mk5xx,Ayuk asn biar pindah ikn.tapi anak istri di tinggal? Kkkkk,0
2024-08-19T07:27:21Z,@umielectricunicycle6180,Mantap infonya uy,0
2024-08-19T07:26:35Z,@FRANSISKUSYANTOCEUNFIN,🇮🇩SEMOGA KUASA TUHAN DAN KUASA ALAM MENYELAMATKAN RAKYAT INDONESIA🙏🤝🇮🇩,0
2024-08-19T07:16:44Z,@herfizhussin,Ramal blh kene sampai malaysia..mampus..kite takde pengalaman..diorang pnah jgk..,0
2024-08-19T07:14:14Z,@adiwijaya7040,"Jika ingin tahu, terjadi gempa besar atau kecil. Mudah saja, bertanya pada sang pencipta,kaum muslimin/muslimat jangan takut dan risau.Islam sudah diajarkan (mintalah petunjuk) pasti diberi tahu.",0
2024-08-19T07:09:09Z,@andriowen2376,"Korupsi banyak, begal banyak, banjir iya, kekeringan iya. Barang mahal, bbm naik, listrik naik. Asuransi kendaraan wajib, ppn naik. Masyarakat sudah depresi dengan biaya  hidupnya langsung dihajar gempa megatrush... Langsung innalilalhi..",0
2024-08-19T07:07:15Z,@masali298,"akibat penguasa yg selalu mendzolimi rakyat yg mmbuat kebijakan 2 yg mnckik rakyat kecil,allah tidak ridho,",0
2024-08-19T07:06:29Z,@hasansardak6279,"Jgn mendahului kekuasaan Alloh SWT, dia yg maha segala nya ini sering bikin pernyataan yg  buat resah,",0
2024-08-19T07:03:42Z,@abdullah-ck5gl,Segala cara agar pindah k ikn,0
2024-08-19T06:53:52Z,@MuhammadIqbal-jy8zf,😂😂😂😂 tak salahkn pindah ibukota.....yg tak setuju tunggu di hajar gempa...dan juga ini gempa cuma prediksi,0
2024-08-19T06:26:37Z,@acakkadutchanel4030,Tenang aja masih ada kokolot yang jaga,0
2024-08-19T06:10:02Z,@huntermelayu6625,"Itu kan prediksi manusia, jgn ambil pusing.<br>Jalani saja",0
2024-08-19T05:59:56Z,@ulipangaribuan4974,"Ga usah terlalu panik,  semua. Kejadian itu atas seizin Tuhan,  yg pnting waspada,  klo sudah waktunya semua akan terjadi,  karena sejak dunia ini dicpitakan,  Tuhan ga pernah bilang klo dunia ini tempat yg aman,  ga ada tempat yg aman di dunia ini,  Hanya kepada pencipta kita, kita akan AMAN",0
2024-08-19T05:46:36Z,@alfatih9913,jangan percaya,0
2024-08-19T05:32:37Z,@ketutastawa7879,"Berita ini sdh kita dengar sejak beberapa th lalu, tapi tdk spt Philipina, Japan, yg terus mengampanyekan step by step apa tindakan dan persiapan ( tas dgn makanan dan obat obatan yg selalu stand by) bila gempa terjadi. Hal ttg Bencana adalah kuasa Tuhan, tiap hari juga ada kecelakaan dan meninggal di jalan raya, harsnya tertib berlalulintas juga terus disiarkan dan di kampanyekan, sebab korban berjatuhan tiap saat.",0
2024-08-19T05:12:46Z,@PutuWidhiana,Siap ibu,0
2024-08-19T05:11:45Z,@PutuWidhiana,Ok siap,0
2024-08-19T05:10:23Z,@Faiz_khiar,"Bawa,an nya bgitu bangt ngomong nya kayanya tuh ingiiiin banget gempa bsr, tinggal tunggu wktu.. tinggal tunggu wktu.. giiiitu mulu isthgfar ngapa...",0
2024-08-19T05:02:53Z,@petrusyonatan9253,Sepertinya dari dulu masing-2 instansi kurang koordinasi saat pemasangan peralatan?,0
2024-08-19T04:51:33Z,@Purwa12-d8s,"Semua mahluk pasti kembali kepada yg meciptakan ,sekaranglah saatnya kita kembali",0
2024-08-19T04:49:04Z,@Purwa12-d8s,Harusnya kita semua saatnya kembali pada tuhan sebelum kita dipaksa untuk kembali mau di jaga seperti apa saja ketentuan yg maha pasi terjadi,0
2024-08-19T04:41:04Z,@imaloner7523,Dari tahun kemarin tinggal menunggu waktu trus..,0
2024-08-19T04:40:59Z,@Purwa12-d8s,Iman juga milik tuhan ingat kalau kita dalam hati kita masih diri kita yg hidup maka disitulah adhab,0
2024-08-19T04:39:31Z,@Purwa12-d8s,"Yg harus diwaspadai bagi seluruh umat manusia ,kalo kita tidak mengakui yg hidup ini tuhan",0
2024-08-19T04:36:06Z,@rabiahramli224,Allahuakbar.Semoga saudara2ku di Indonesia selamat dari mala petaka.Aamiin.Salam dari Malaysia.,0
2024-08-19T04:25:38Z,@aliaadinda6594,Gempa terjadi karena ulah manusia yg sudah melampaui batas,0
2024-08-19T04:24:54Z,@sumarliyah,"Normalnya BMKG  memberi laporanya ke Presiden,ketika pemimpin negaranya diam saja maka rakyat ga perlu ambil pusing.Tidak ada korelasinya BMKG memberi info lewat medsos ke publik.",0
2024-08-19T04:17:09Z,@anwarlase5041,Mudah mudahan  TUHAN menjauhkan dari bumi kita.....????,0
2024-08-19T04:08:29Z,@Joni-mj4gd,"BMKG pun ikut ikutan untuk melakukan pengalihan ISU,,,,😂😂😂 menutupi kasus timah.... Ingat,,megatrus telah di ingatkan sejak dini.... lewat acara simulasi MM DIREX,,,jadi Kenapa di munculkan ketika kasus timah sedang merebak 😂😂😂apa gak cukup kebebasan Jesica Wongso untuk menutupi kasus timah??",0
2024-08-19T04:07:29Z,@SantriGerbangNusantara,Nanti ada gempa setelah presiden dilantik....,0
2024-08-19T04:02:39Z,@VivoY12ss-m3t,Ah berita itu biasa aja bangsa kni dah kebal dgn itu jangankan gempa ..tsunami atau gunung meletus sekalian nggak masalah...yg penting masih bisa joget2 ria ok ..dukung terus kezoliman dan dukung kemajsiatan sambil joget2 asik ..ok kita tunggu prediksi bmkg paling itu hoak iya nggak ..yuk joget2 asik sambil nyanyi2 asik dab biarkan kezoliman ..ok gas asik asik joosss,0
2024-08-19T03:43:37Z,@xfreehd2487,Becana dtgnya dr kita sendiri<br>yg bnyak berbuat dosa dosa yg melampaui batas<br><br>kalo selama hidup kita sering mengabdi kepada yg maha kuasa menjauhi laranganya becana itu tdk akan terasa sakit bagi kita tuhan pasti akan melindungi kita di dlm bencana nanti.,0
2024-08-19T03:40:20Z,@ujangr.4672,"Janganlah lari dari Indonesia. Tapi tingkatkan amal ibadah untuk kebahgiaan dialam sana. Mati itu pasti, Indonesia juga bisa mati tetapi namanya tidak akan terlupakan.",0
2024-08-19T03:32:24Z,@sugihartoraharjo329,ALAT DETEKSINYA APA NAMANYA BISA MENENTUKAN MEGATRHUST .. PETAKAN AREANYA JANGAN CUMA ALIBI TANPA DASAR KUAT GEMPA BUMI ALAM TETAP ADA HANYA ALLAH SWT PENENTUNYA .. TSUNAMI PANTAI CARITA JUGA BISA BICARA SETELAH KEJADIAN TIDAK ADA INFORMASINYA DARI BMKG,0
2024-08-19T04:08:21Z,@Boy-m9h,Pernah enggak anda berfikir bagai mana manusia prediksi gerhana dengan akurat dan tepat? Seperti (contoh) gerhana matahari total 20-04-2023 lalu yang sudah di prediksi dari tahun 2016 setelah gerhana matahari total pada 09-03-2016.,0
2024-08-19T04:14:56Z,@Boy-m9h,"Setiap fenomena alam memang Allah yang tahu. Tapi kamu harus tahu bahwa Allah itu maha bijak sana. Allah berikan akal fikir yang sempurna, ilmu pengetahuan, Sulthon, kesehatan mental dan fisik, dan Allah berikan Rizki berupa ekonomi yang cukup. Dari situlah manusia dapat dengan mudah mengetahui berbagai kejadian alam. Seperti fenomena gerhana salah satunya.",0
2024-08-19T03:24:24Z,@bukhoriiskandar7768,Alah bohong semua juga<br>tinggal tunggu waktu .<br>sama dngan kematian smua juga tinggal tunggu waktu .musrik pkr<br>jangan lah dinyakini dosa<br>MURTAD JATUHNYA,0
2024-08-19T03:19:54Z,@syafrialasaichanel8791,Apa ini hanya PO engalihan issue... ?<br>Khawatir ajah.,0
2024-08-19T03:16:25Z,@mariaratnaningsih4951,Aduuuuuuh sereeeeeem nakutin kita ni mu lari ke mana saya kalau mlm gk bisa tidur takut stngh mati karna sy tinggal di daerah gng salak bogor.  Doa mah doa.   Tetep aja takuuuuuut,0
2024-08-19T03:13:45Z,@aliantmarcell6941,Cuma ngomong tinggal tunggu waktu saja.....yah prett ach,0
2024-08-19T03:11:02Z,@tanurisaleh9899,Gakusah ramal2 kalo sudah waktu nya.perang nuklir.ya kiamat lah,0
2024-08-19T03:02:30Z,@avengersstore2100,Megathrust siapanya Megatron ???,0
2024-08-19T02:48:06Z,@suprinugroho3582,"kiamat juga tinggal nunggu waktu,kita mati jg tinggal nunggu waktu,klw himbauanya gitu ya memng semua didunia ini tinggal menunggu waktu,...karna sejatinya yg ada didunia ini gak ada yg abadi.semua pasti ada waktunya.",0
2024-08-19T02:47:15Z,@kakakbos7289,10.10.10.10.ini bukan gempa aja yg ngguncang roboh nyanya bangunan dan disertai melubernya air itu yg jang jadi penghalang penyelematan . Itulah gendalanya utk menyelamatkan manusia. Oke hati2. Merdeka. 7.......,0
2024-08-19T02:45:37Z,@dwijayayuda2296,Kami terserah Allah SWT saja. Mau gempa mau apa. Yg pasti kami cuma mikirkan nyari makan hari ini untuk besok yg besok untuk besoknya lagi. Daripada mikir gempa.,0
2024-08-19T02:42:41Z,@kakakbos7289,10.10.10.10.Lempeng yamg sudah mireng di pante selatan itu memang ada itu dg adanya laut bebas dariAustralia. Itu memang yg berbahaya dan yg bisa membelah . P. Jawa. Dan itu semua gejolak mendunia. Itu bisa jangka pendek dan bisa jangka panjang. Klo terjadi betol apakah pemrentah apakah mampu. ?klo itu terjadi di jawatimor jebolnya wadok tretes yg isinya milyatan kuwibik. Itu kepastian terjadi timo sampe Bali. Barat hampir perbatasan jawatengah. Itulah yg menyebapkan tdk mampunya penyelamat .dan waktu nya sukar didekteksi itu repotnya. Itu pada th 2010  dah mulai gerak tapi kurangdidetek si lebih dulu. Oke. Trim. Metdeka. 7.......,0
2024-08-19T02:41:44Z,@AbdulHaris-w5q,Yang namanya kehidupan ini bisa di ramal dengan kata kata cuma menunggu waktu...berita ini gempa ini tdk spesial amat...biasa aja,0
2024-08-19T02:37:57Z,@harrychanger2700,"amiin biar cepet² ke padang mahsyar, capek lagian hidup kek gaada artinya klok gapunya orang tua",0
2024-08-19T02:36:45Z,@SUPRIANTO-mt6cj,"mungkin dia lebihh tau dri Tuhan,... musibah bsa saja trjadi kapan waktunya, smua sdah diatur oleh sang Maha pencipta, kta sbg umat manusia, sbaiknya perbanyak sholat dan berdoa, agar semua dilindungin sang Maha pencipta,.... smoga kta semua dilindungi dari segala musibah. amin 🙏🙏",0
2024-08-19T02:07:12Z,@navilleura,gempa bumi layaknya bom waktu,0
2024-08-19T02:02:18Z,@AgungChika,Siapkan dri masing2 dimnapun wilayah..ap pun yg kita hadapi udh kehedaknya.  Semula kita tidak ad didunia ini .  Udh waktunya kita di tiadakan .  Ini yg dinamakan ..kita sebagai mahluk yg dihidupkan dibumi ini cuman ngontrak..mka sang pemiliknya ..ngambil kembli kita semula diatas bumi akan kembli kebawah tanah.....siap g siap udah keputusan sang pemilik langit dan bumi..kita bisa ap .cuman nerima ap pun yg trjadi...mukin kita selma ini di izinkan jd penghuni bumi ..tpi tdk amanah alam dirusak ..mural ahlak sesama manusia sling berebut gelar berantem numpahkan darah ..berebut harta pangkat ..pamer gelar pangkat pamer harta .ini sebab Allah murka ..buminya udh kotor ..wajib di sapu brsih dri segala mahluk rakus tamak . Buminya akan diasrikan kembali otomatis padti akan byk korban . Alam ny udh tdk kuat nampung mka harus ad yg dikorbankan alam ... Diprtahankan juga prcumah  alam makin panas ..dri nafsu serakah manusia . Alam udh gersang tdk ad lg penghijauan ....,0
2024-08-19T01:17:41Z,@raffaboy4871,Ahhh ..pindah saja ke IKN.<br>Begitukan maksud dan tujuan beritanya...terbaca bosqu,0
2024-08-19T01:06:19Z,@alunalaundry255,Buat tanggul besar disekitar pantai yg rawan terkena dampak Megathrust ..,0
2024-08-19T00:53:45Z,@hadirutkzee,Maksudnya nya gempa ini di Sumatra atau di Banten,0
2024-08-19T00:47:06Z,@PuraBaya-v4v,Hanya allah yng tau...kita kembali kn lg ke maha penciptanya..ckup brdoa dn waspada simpelll,0
2024-08-19T00:33:37Z,@HabibMuzaki-j9g,"Iya waktu 1th2,,,, 1000_2000",0
2024-08-19T00:11:54Z,@MuhIshakMuhIshaq,"🙏Assalamu&#39;alaikum.... Warahmatullahi.... Wabarakatuh.... Maksud saya tidak perlu di tunggu kapan waktunya, Hanya tetap waspada. Karena bukan cuma Gempa dan Sunami yg bergoyang. Gempa Suami saja  kadang kadang bergoyang di tempat lain... 😊🙏",0
2024-08-19T00:03:33Z,@VitaRahayu-k1q,Wauu hebat bisa tau gempah atau pun sunami.. akan datang..  BMKG coba dong kapan datangnya kiamat...,0
2024-08-19T00:01:44Z,@joniwijiatmoko2682,Jadi manusia sok tau lu cok.,0
2024-08-18T23:48:05Z,@daninico2574,K<br>Maf kenapa kok cuma Jawa indonesia yang kuning pertanyaanya,0
2024-08-18T23:45:14Z,@ke-Tujuh,🗣️📢 : &quot;mentawai mna ini mentawai ?? Sunda mna ini sunda ?? Persiapan klian apa...?!?&quot;,0
2024-08-18T23:41:47Z,@retnowelah8409,Berita ini sudah sy dengar... Sya juga tidak tau bagaimana mengatasinya sedangkan sya juga punya anak anak kecil dan jauh dr kota sya berasall... Selain sya harus lebih beriman karna adanya gempa atau tidak mati adalah takdir.. Jika sya dijauhkan dr musibah gempa semoga anak anak sya dan kluarga sya juga selamat nmun jikalah harus berpulang sya juga harum mempersiapkan diri yaitu semakin beriman dan mendekatkan diri,0
2024-08-18T23:19:54Z,@Aaarto234,Allahu akbar udah mengatur segala bencana .tergantung pada moral dan akhlak seorang pemimpin atau  rakyatnya sendiri.,0
2024-08-18T22:56:21Z,@barok351,Kapan itu akan ter jadi,0
2024-08-18T22:03:34Z,@selatan5228,Jokowi gk ada usaha kah buat mengefakuasi warga jawa ke kalimantan,0
2024-08-18T22:02:15Z,@selatan5228,Woyy jok. Jokowi tolong efakuasi ke kalimantan warga pulau yg kena gempa nanti. Usahakan JOK tolong kaalo sudah .,0
2024-08-18T21:58:14Z,@TaufikHidayat-ti8hv,TERLALU BANYAK DOSA LAYAK DIAZAB DENGAN GEMPA BUMI,0
2024-08-18T21:00:30Z,@DediHardiat-w5u,"Ya tinggal menunggu waktu waspadalah , wallahu&#39;alam .",0
2024-08-18T20:50:33Z,@Wawan1111-z2r,Tinggl tunggu waktunya saja,0
2024-08-18T20:43:50Z,@nengadit116,kita sama2 berdoa saja  semua itu terjadi.atas kehendak nya kita hanya bisa berdoa,0
2024-08-18T19:50:53Z,@ramleemoen2388,Allah mahu mengingatkan hamba hambanya tinggalkan kemaksiatan,0
2024-08-18T19:25:18Z,@MFR_TV,"dari 10 tahun yang lalu juga dah ada berita kek gini, entah apa maksudnya ... seneng banget bikin rakyatnya cemas",6
2024-08-20T14:59:41Z,@ramaromo4879,Mangkanya jgn percaya betul sama berita wakanda ini wkwkw apa lgi model ibu ibu kek gtu dah banyak contoh cuma  melebih lebih kan doa in ajah mereka pada sehat,0
2024-08-21T00:49:29Z,@DeniRose-g8w,Harapan ikn yg tenggelam,0
2024-08-18T18:16:06Z,@AsalAnaBae,Ini akan terjadi di akhir atau awal tahun 2025 <br><br>Tolong untuk semuanya agar perbanyak do&#39;a minta ampunan ke yang maha kuasa <br>Segeralah bertobat,0
2024-08-18T17:33:36Z,@ningruswati4367,Semoga koruptor atau orgh yg sedang menjalankan bisnis haram segera dihentikan mertobat nggih pak,0
2024-08-18T16:14:36Z,@HerTuti-b3m,"Jika terjadi ,tidak ada  sinyal serine, di Indonesia 😂😂😂😂",0
2024-08-18T16:03:51Z,@FeriIrawan-uc1em,Biyar lah pemeritah dh pda serakah semua,0
2024-08-18T16:03:31Z,@aguspermana4595,Yg namanya musibah kapanpun di manapun pasti akan terjadi tidak ada seorang pun yg dapat menghindar dari musibah karena tidak seorangpun yg akan tau kapan itu terjadi intinya semua gak usah panik ambil hikmahnya aja berita ini ya lebih dekat sama Allah SWT biar kita bisa selamat bila terjadi sekalipun terjadi dan kita gak bisa menghindarinya maka kita sudah siap dengan amalan yg kita bawa,0
2024-08-18T15:51:30Z,@muhamadnasroni8186,"Berdo&#39;a saja, memohon kepada Alloh swt agar kita semua dijauhkan dari bencana apapun hanya Alloh swt lah yang bisa menentukan dan atas segàla kehendaknya 🤲🤲🙏🙏",0
2024-08-18T15:48:58Z,@maesarohmaesaroh7167,Jarak jauh nya sampai berapa km ya,0
2024-08-18T15:45:14Z,@JANUR.1D,"Cuma ngarang aja itu,,",0
2024-08-18T15:41:07Z,@mujiyono180,"Wes gek gempa , gek kiamat. Semua pada mati Semua manusia dihisab gitu aja repot",0
2024-08-18T15:31:35Z,@myself2423,Gak prcya gue ama prediksinya BMKG,0
2024-08-18T15:21:02Z,@SuwarniAmalia,"Saya lihat akan bersatu kembali seluruh pulau di Indonesia,karena dulunya satu,jadi akan ada tabrakan maut,semoga kami kuat di Sumatra Utara atau pulau lain di Indonesia karena kami percaya pada Allah 🤲🤲🤲",0
2024-08-18T15:19:50Z,@irwansyahbkm8021,Di negeri Konoha banyak hanya bisa omdo doang.,0
2024-08-18T15:17:13Z,@hasanhasan-mj2om,Amin semoga ikm nusantara  di landa gempa,0
2024-08-18T15:04:51Z,@relationship3726,"Pemerintah harusnya sudah siapkan misal pembangkit listrik yang di sediakan di atas kapal seperti punya Turkie, Kapal2 penyedia air bersih , lokasi2 evakuasi jika terjadi sesuatu dll",0
2024-08-18T15:03:30Z,@kosimpermana6018,"8,32trilyun yg di Garong olh sijoniGplate 300trilyun yg diRampok oleh Gerombolan tambangTimah mestinya Negara Bisa Beli Alat Ditexi GempA lbih Dini.",0
2024-08-18T14:43:08Z,@tugassiswakelasxiibahasain8456,Dana/anggaran sudah dikorup oleh para koruptor yang sudah tersistem oleh kekuasaan sehingga peralatan untuk deteksi dini bahaya gempa megatrust..  <br>Semoga memjadi peringatan para penguasa koruptor..!!!!,0
2024-08-18T14:36:28Z,@KokokHarjanto-yu3mv,Kita tunggu aja gempanya,0
2024-08-18T14:30:04Z,@akunopal8296,Benar sekali di Indonesia banyak bencana alam mantap jos yes 👍🇮🇩❤️🇮🇩💪,1
2024-08-18T14:21:43Z,@SayyedMugi,Time skip bu lu belum faham masih peringatan kalo warganya ngeyel jahiliah bgini terjadi itu,0
2024-08-18T14:13:17Z,@mardiyuda2021,ini yang membuat kita takut gara&quot; ini jangan menyebarkan berita yang tidak&quot;,0
2024-08-18T14:06:44Z,@Jayman-vd8oi,Halaaaah semua kejadian di atas dunia ini cuma nunggu waktu aja .semua berjalan sesuai dg ketentuanNya sunnatullah .,0
2024-08-18T13:44:03Z,@radenyosoasembodo8593,5olong untuk BMKG &amp; MEDIA MASA apapun itu...JGN LAH KLIAN HNY MEMBESAR BESARKAN BERITA TERLEBIH MEDIA...TPI YG PLING PNTG...BERIKAN EDUKASI KPD SEMUA MASYARAKAT INDONESI SLRH NYA... BGMN MENGHADAPI INI SMUA &amp; BGMN CARA MENYELAMATKAN DIRI BERSAMA...SHG KITA BISA MEMINIMALISIR KORBAN..JDI RAKYAT DI BERI PENGEYAHUAN SAVETY....TDK HNY BERKOAR KOAR SAJA.... trmksh,0
2024-08-18T13:39:18Z,@SifaulMakruf,Aku bangga menjadi idola kanjeng nabi muhamad saw🙏,0
2024-08-18T13:37:39Z,@alimuhammadmutohir218,Ini peringatan dari BMKG kalau terbukti berarti penelitiannya bagus tp kalau tdk terbukti mereka hrs dimintai pertanggung jawaban krn ilmunya tdk mampu meneliti  ttpi membuat gaduh rakyat,7
2024-08-21T23:27:20Z,@DwiPurwani-j4r,Thektonik? 😮,0
2024-08-22T02:25:33Z,@wajanmiring,"Bang,,,,   yang nama nya gempa itu ga ada yang tau kapan terjadi.bahkan sekelas us yang negara canggih pun ga bisa detek kapan terjadi.... tapi manusia cuma di kasih tau tanda tanda pemicu nya..sudah beruntung dan bagus kita punya tenaga ahli untuk membaca hal tersebut secara keilmuan.. maka sepatut selayak nya kita ucap kan terima kasih,karena itu semua hanya kuasa tuhan, sehingga biar kan dan kita dukung serta doa kan agar para ahli ahli kita di indonesia  bekerja secara amanah . Semoga indonesia baik baik saja dalam hal bencana.",4
2024-08-22T02:53:30Z,@Jagoan0k1H7,"Bahkan tahun kemarin daerah pesisir Jember banyak yg ngungsi,ternyata GK ada apa2.karna takut ada informasi kalau akan terjadi sunami",0
2024-08-22T02:58:52Z,@alimuhammadmutohir218,@@Jagoan0k1H7 artinya BMKG sembarangan mengeluarkan pernyataan tanpa disertai penelitian yg akurat,0
2024-08-22T03:05:04Z,@alimuhammadmutohir218,@@wajanmiring betul tp setidaknya kalau dlm penelitiannya itu bagus minimal bisa mendekati benar seperti yg terjadi dijepang..sdgksn BMKG selalu peringatan yg bikin panik warga pdhl gak ada apa2...,0
2024-08-18T13:36:37Z,@irfanzamzami5512,Amin ya Alloh selamatkan lah rakyat2 Indonesia yg kecil yg d bawah yg hidupnya serba kesusahan lindungilah ya Alloh,0
2024-08-18T13:35:01Z,@RazkaRizka-g3d,Saya yakin kebanyakan masyarakat Indonesia akan menjalani kehidupan dengan normal dan Tdk akan panik karena mempunyai iman dan hanya berserah kepada Allah SWT.,0
2024-08-18T13:14:18Z,@Afankaila,Rumah ku kena gempa😢😢😢😢,0
2024-08-18T13:13:21Z,@OktavianRenaldo,😂 intinya minta NAMBAH ANGGARAN <br>GEMCYHANAAAA,0
2024-08-18T13:00:21Z,@hafizalfikrie5089,"Bukan tunggu waktu, tapi bersiap apabila itu terjadi. Terutama pemerintah pusat dan Daerah. Jangan pas sudah kejadian baru glabakan kurang ini kurang itu.",1
2024-08-18T12:54:17Z,@istiani3650,"Berita yg hanya menakuti warga,,,  biasalah berita di Indonesia  suka membesar besarkan,,,,",1
2024-08-18T12:36:42Z,@akuaku9891,Saya malah fokus..Alis ibu..tebal sebelah. Maaf ya Bu.,0
2024-08-18T12:18:30Z,@Noure-oo7ry5vt9u,Jangan tunggu perbanyak istighfar minta pertolongan sama Allah karena Allah yg ngatur segalanya bukan cari berita,0
2024-08-18T12:08:29Z,@segilwidodo9711,Hal biasa aja donk.. Allah SWT berfirman,0
2024-08-18T11:49:17Z,@ekobae9511,"semua Itu Rahasia Alloh., baik dan buruknya, kita percayakan kepada sang pencipta Alloh..",0
2024-08-18T11:37:32Z,@jevojonathan,kerjaa n   nya nakuti n rakyat kalau tidak terjadi gmn,0
